0.45265349,0.39717084,0.42155816,0.46762590,0.46391753,0.42948038,0.44502618,0.40540541,0.45265349,0.48223350,0.45643154,0.49648947,0.47861507,0.40130152,0.41353383,0.47861507,0.41353383,0.44885177,0.40404040,0.45893720,0.42288557,0.46762590,0.47619048,0.37467700,0.37467700,0.52511416,0.44117647,0.46762590,0.47619048,0.43209877,0.44117647,0.45893720,0.50925926,0.40404040,0.36458333,0.45012165
0.42553191,0.43340381,0.45265349,0.42948038,0.41353383,0.46018614,0.46018614,0.42948038,0.46762590,0.42155816,0.48223350,0.51383399,0.44885177,0.48582996,0.46391753,0.47131148,0.46762590,0.45265349,0.41353383,0.45012165,0.45012165,0.46762590,0.52511416,0.48463357,0.47619048,0.49295775,0.46762590,0.50116550,0.52511416,0.39440204,0.38461538,0.41353383,0.50925926,0.45012165,0.50925926,0.45012165
0.44885177,0.47861507,0.46018614,0.44117647,0.42553191,0.47861507,0.46018614,0.47861507,0.50348953,0.47131148,0.41353383,0.45265349,0.44117647,0.45643154,0.42948038,0.46762590,0.41353383,0.46018614,0.40404040,0.34391534,0.45012165,0.48463357,0.46762590,0.46762590,0.50116550,0.45893720,0.50116550,0.50116550,0.45893720,0.47619048,0.48463357,0.37467700,0.50925926,0.38461538,0.40404040,0.39440204
0.40540541,0.49295775,0.46762590,0.46018614,0.43730242,0.45643154,0.44885177,0.39717084,0.46762590,0.46391753,0.47131148,0.40948276,0.46762590,0.44885177,0.49295775,0.42155816,0.37180910,0.47497446,0.42288557,0.48463357,0.42288557,0.50116550,0.50116550,0.42288557,0.57734205,0.42288557,0.44117647,0.47619048,0.40404040,0.53287982,0.50925926,0.44117647,0.42288557,0.47619048,0.44117647,0.44117647
0.42155816,0.49648947,0.47131148,0.51040634,0.46018614,0.45643154,0.43730242,0.50695825,0.48223350,0.46018614,0.50695825,0.46762590,0.46391753,0.45265349,0.42553191,0.42553191,0.46762590,0.44885177,0.42288557,0.45893720,0.36458333,0.45012165,0.45893720,0.49295775,0.49295775,0.45893720,0.48463357,0.38461538,0.41353383,0.42288557,0.45012165,0.43209877,0.45012165,0.41353383,0.47619048,0.48463357
0.44885177,0.46391753,0.40540541,0.46762590,0.48223350,0.47131148,0.46018614,0.44117647,0.48223350,0.45265349,0.45643154,0.43730242,0.45265349,0.40130152,0.45643154,0.48223350,0.45265349,0.49295775,0.43209877,0.42288557,0.48463357,0.47619048,0.40404040,0.45893720,0.50116550,0.42288557,0.50925926,0.52511416,0.47619048,0.45012165,0.38461538,0.50925926,0.45893720,0.45012165,0.45012165,0.43209877
0.45643154,0.45265349,0.47131148,0.44117647,0.43340381,0.51040634,0.44885177,0.47497446,0.43340381,0.47861507,0.49648947,0.41755889,0.42553191,0.46018614,0.42948038,0.47497446,0.46018614,0.40948276,0.45012165,0.45012165,0.40404040,0.41353383,0.47619048,0.45012165,0.49295775,0.42288557,0.53287982,0.50925926,0.46762590,0.45012165,0.50116550,0.47619048,0.44117647,0.45893720,0.43209877,0.52511416
0.44502618,0.41755889,0.46018614,0.42948038,0.47497446,0.45643154,0.46018614,0.44502618,0.46762590,0.40540541,0.44117647,0.43340381,0.43730242,0.40540541,0.46391753,0.41755889,0.41755889,0.42553191,0.45012165,0.43209877,0.49295775,0.39440204,0.57017544,0.45893720,0.45893720,0.49295775,0.48463357,0.48463357,0.43209877,0.46762590,0.49295775,0.49295775,0.42288557,0.43209877,0.45893720,0.48463357
0.40540541,0.43340381,0.47497446,0.46391753,0.42948038,0.44885177,0.47131148,0.47861507,0.46391753,0.44885177,0.46391753,0.43730242,0.40540541,0.51383399,0.44502618,0.43730242,0.47497446,0.46391753,0.38461538,0.37467700,0.45012165,0.37467700,0.42288557,0.45893720,0.50925926,0.46762590,0.50116550,0.44117647,0.41353383,0.49295775,0.45893720,0.45893720,0.44117647,0.45893720,0.44117647,0.45893720
0.46018614,0.38882804,0.42155816,0.48582996,0.50000000,0.42553191,0.42155816,0.48223350,0.44117647,0.41755889,0.47497446,0.46762590,0.45643154,0.49295775,0.47131148,0.46391753,0.47497446,0.46762590,0.41353383,0.47619048,0.45893720,0.39440204,0.45893720,0.37467700,0.49295775,0.45012165,0.44117647,0.48463357,0.46762590,0.46762590,0.40404040,0.41353383,0.51724138,0.45012165,0.45012165,0.41353383
