0.69767442;0.71661238;0.71194763;0.76086957;0.76506955;0.71661238;0.7814871;0.76086957;0.7523511;0.72123177;0.76086957;0.72123177;0.7523511;0.69282137;0.73926868;0.69767442;0.69282137;0.66780822;0.70881226;0.70881226;0.73033708;0.76086957;0.79861111;0.76086957;0.76086957;0.71969697;0.70881226;0.76086957;0.69767442;0.77060932;0.69767442;0.68627451;0.70881226;0.69767442;0.67460317;0.71969697
0.7480315;0.68791946;0.76506955;0.73482428;0.76506955;0.76086957;0.7523511;0.75663027;0.73482428;0.78549849;0.74367089;0.69767442;0.70723684;0.6360424;0.69767442;0.73482428;0.66780822;0.69767442;0.69767442;0.73033708;0.69767442;0.77060932;0.73033708;0.71969697;0.76086957;0.8496732;0.76086957;0.78947368;0.70881226;0.70881226;0.67460317;0.78947368;0.6504065;0.67460317;0.71969697;0.69767442
0.68791946;0.73926868;0.78549849;0.7480315;0.72123177;0.73033708;0.7523511;0.74367089;0.65743945;0.69282137;0.70723684;0.73033708;0.6626506;0.6626506;0.64685315;0.69282137;0.67291312;0.69767442;0.6504065;0.77060932;0.6626506;0.75091575;0.77060932;0.77060932;0.73033708;0.71969697;0.82491582;0.74074074;0.71969697;0.69767442;0.74074074;0.70881226;0.78014184;0.6504065;0.71969697;0.6504065
0.70723684;0.70247934;0.77335375;0.79731744;0.72580645;0.75663027;0.73482428;0.73926868;0.77743902;0.76923077;0.68791946;0.71661238;0.6626506;0.75663027;0.6360424;0.71194763;0.70247934;0.67291312;0.75091575;0.74074074;0.74074074;0.77060932;0.76086957;0.73033708;0.70881226;0.78014184;0.68627451;0.78947368;0.73033708;0.75091575;0.71969697;0.63786008;0.68627451;0.70881226;0.6504065;0.70881226
0.67291312;0.7480315;0.71194763;0.6779661;0.76086957;0.7480315;0.71194763;0.77743902;0.76086957;0.78549849;0.77335375;0.72580645;0.68296796;0.69767442;0.64685315;0.6779661;0.68791946;0.71661238;0.77060932;0.6626506;0.69767442;0.78947368;0.76086957;0.78947368;0.78947368;0.75091575;0.78014184;0.78014184;0.73033708;0.70881226;0.73033708;0.76086957;0.6504065;0.71969697;0.71969697;0.6504065
0.70247934;0.70723684;0.73482428;0.74367089;0.80118694;0.81259151;0.75663027;0.76086957;0.74367089;0.69767442;0.72580645;0.73926868;0.70247934;0.6779661;0.72580645;0.73926868;0.6779661;0.69282137;0.68627451;0.6626506;0.69767442;0.78947368;0.71969697;0.73033708;0.80756014;0.82491582;0.70881226;0.82491582;0.73033708;0.71969697;0.76086957;0.73033708;0.6504065;0.74074074;0.71969697;0.74074074
0.73033708;0.70247934;0.6779661;0.80118694;0.75663027;0.75663027;0.71194763;0.77335375;0.72123177;0.76923077;0.72580645;0.72123177;0.75663027;0.71661238;0.6626506;0.65743945;0.69282137;0.6626506;0.74074074;0.67460317;0.76086957;0.70881226;0.75091575;0.78014184;0.83333333;0.74074074;0.74074074;0.78947368;0.71969697;0.69767442;0.70881226;0.71969697;0.69767442;0.69767442;0.69767442;0.6626506
0.76086957;0.72580645;0.71194763;0.71661238;0.7523511;0.76086957;0.73926868;0.79731744;0.76086957;0.74367089;0.70723684;0.68791946;0.69767442;0.68296796;0.68296796;0.66780822;0.6626506;0.68791946;0.75091575;0.625;0.70881226;0.80756014;0.69767442;0.79861111;0.76086957;0.68627451;0.73033708;0.76086957;0.76086957;0.69767442;0.68627451;0.63786008;0.69767442;0.69767442;0.67460317;0.6626506
0.70247934;0.72580645;0.80118694;0.77335375;0.71661238;0.73033708;0.80118694;0.76506955;0.81259151;0.73482428;0.72580645;0.71661238;0.73926868;0.67291312;0.71194763;0.69282137;0.6779661;0.70247934;0.6626506;0.73033708;0.75091575;0.77060932;0.73033708;0.77060932;0.76086957;0.80756014;0.70881226;0.79861111;0.78947368;0.67460317;0.71969697;0.73033708;0.73033708;0.6626506;0.69767442;0.68627451
0.71194763;0.69767442;0.80502216;0.74367089;0.76086957;0.76923077;0.80118694;0.75663027;0.75663027;0.77743902;0.76923077;0.64685315;0.64685315;0.65217391;0.64685315;0.6779661;0.7480315;0.66780822;0.73033708;0.78947368;0.70881226;0.70881226;0.71969697;0.77060932;0.70881226;0.75091575;0.77060932;0.78947368;0.78014184;0.73033708;0.75091575;0.76086957;0.73033708;0.67460317;0.61181435;0.70881226
0.71194763;0.66780822;0.7523511;0.7480315;0.7523511;0.72123177;0.77743902;0.72580645;0.72123177;0.78947368;0.73926868;0.75663027;0.68791946;0.68791946;0.67291312;0.76086957;0.71661238;0.71194763;0.70881226;0.6626506;0.70881226;0.78947368;0.75091575;0.74074074;0.77060932;0.75091575;0.70881226;0.76086957;0.74074074;0.68627451;0.73033708;0.68627451;0.70881226;0.5982906;0.69767442;0.57017544
0.69767442;0.71194763;0.74367089;0.72580645;0.73033708;0.73482428;0.77335375;0.72123177;0.75663027;0.78947368;0.71661238;0.69282137;0.66780822;0.63055062;0.69282137;0.66780822;0.71194763;0.73033708;0.70881226;0.73033708;0.75091575;0.78014184;0.71969697;0.78947368;0.70881226;0.76086957;0.77060932;0.70881226;0.80756014;0.6504065;0.74074074;0.73033708;0.69767442;0.74074074;0.6504065;0.57017544
0.73033708;0.70247934;0.73926868;0.77743902;0.77743902;0.7523511;0.73926868;0.73033708;0.7523511;0.74367089;0.7480315;0.72123177;0.73033708;0.67291312;0.68296796;0.70247934;0.73482428;0.65743945;0.73033708;0.625;0.73033708;0.82491582;0.73033708;0.73033708;0.77060932;0.74074074;0.79861111;0.74074074;0.71969697;0.68627451;0.67460317;0.6504065;0.75091575;0.73033708;0.67460317;0.73033708
0.74367089;0.69282137;0.7480315;0.73033708;0.78947368;0.75663027;0.7523511;0.73926868;0.76086957;0.77743902;0.70247934;0.72580645;0.68296796;0.70723684;0.70247934;0.68296796;0.67291312;0.65217391;0.70881226;0.67460317;0.75091575;0.80756014;0.73033708;0.71969697;0.76086957;0.71969697;0.75091575;0.78947368;0.70881226;0.76086957;0.6626506;0.69767442;0.71969697;0.69767442;0.70881226;0.70881226
0.72123177;0.72123177;0.72123177;0.77743902;0.7523511;0.81632653;0.7814871;0.73926868;0.77743902;0.78947368;0.71194763;0.73482428;0.71194763;0.68791946;0.65217391;0.70247934;0.6360424;0.61938959;0.71969697;0.625;0.76086957;0.77060932;0.79861111;0.70881226;0.76086957;0.77060932;0.73033708;0.71969697;0.80756014;0.67460317;0.76086957;0.67460317;0.74074074;0.68627451;0.75091575;0.76086957
0.71194763;0.69767442;0.73033708;0.77743902;0.76086957;0.72580645;0.74367089;0.7480315;0.76506955;0.7480315;0.71661238;0.69282137;0.68296796;0.68791946;0.68791946;0.70723684;0.69767442;0.6779661;0.69767442;0.78014184;0.75091575;0.77060932;0.67460317;0.77060932;0.74074074;0.77060932;0.70881226;0.75091575;0.68627451;0.75091575;0.67460317;0.68627451;0.73033708;0.67460317;0.70881226;0.61181435
0.69767442;0.70247934;0.76923077;0.74367089;0.76506955;0.69767442;0.78549849;0.79341317;0.7523511;0.76506955;0.71194763;0.73033708;0.68296796;0.66780822;0.77743902;0.64147627;0.73033708;0.69282137;0.75091575;0.75091575;0.74074074;0.75091575;0.74074074;0.69767442;0.73033708;0.71969697;0.79861111;0.70881226;0.71969697;0.69767442;0.76086957;0.76086957;0.55555556;0.76086957;0.67460317;0.67460317
0.69282137;0.70723684;0.6779661;0.73926868;0.71661238;0.80502216;0.73926868;0.72123177;0.7523511;0.73482428;0.69767442;0.72580645;0.66780822;0.69767442;0.64685315;0.71661238;0.72123177;0.71661238;0.71969697;0.73033708;0.78947368;0.73033708;0.78014184;0.80756014;0.78014184;0.77060932;0.78947368;0.77060932;0.77060932;0.69767442;0.73033708;0.6626506;0.71969697;0.63786008;0.6504065;0.76086957
0.7480315;0.70723684;0.77335375;0.70723684;0.7523511;0.76086957;0.79731744;0.73482428;0.71194763;0.71194763;0.71661238;0.69282137;0.70247934;0.68791946;0.70723684;0.67291312;0.67291312;0.65743945;0.75091575;0.6504065;0.73033708;0.63786008;0.74074074;0.75091575;0.69767442;0.77060932;0.76086957;0.82491582;0.74074074;0.74074074;0.69767442;0.81632653;0.73033708;0.67460317;0.73033708;0.71969697
0.70723684;0.68296796;0.73926868;0.74367089;0.73482428;0.74367089;0.76506955;0.73033708;0.79341317;0.70247934;0.7480315;0.70723684;0.73926868;0.70247934;0.66780822;0.66780822;0.6626506;0.72580645;0.75091575;0.71969697;0.69767442;0.73033708;0.80756014;0.75091575;0.67460317;0.70881226;0.73033708;0.625;0.75091575;0.71969697;0.69767442;0.71969697;0.73033708;0.70881226;0.71969697;0.74074074
0.68791946;0.75663027;0.66780822;0.75663027;0.72123177;0.80882353;0.75663027;0.77743902;0.77743902;0.79341317;0.69767442;0.73926868;0.70247934;0.72580645;0.6626506;0.68296796;0.6779661;0.71661238;0.69767442;0.69767442;0.69767442;0.78014184;0.8496732;0.74074074;0.73033708;0.74074074;0.71969697;0.71969697;0.67460317;0.71969697;0.69767442;0.71969697;0.69767442;0.75091575;0.75091575;0.71969697
0.70247934;0.70247934;0.76923077;0.73926868;0.74367089;0.77335375;0.70723684;0.69282137;0.76506955;0.76923077;0.72580645;0.73033708;0.68791946;0.6779661;0.68791946;0.65743945;0.69767442;0.71661238;0.73033708;0.70881226;0.67460317;0.6504065;0.82491582;0.78014184;0.74074074;0.67460317;0.78014184;0.74074074;0.73033708;0.75091575;0.73033708;0.67460317;0.68627451;0.6626506;0.76086957;0.58441558
