0.42155816,0.45893720
0.47131148,0.43209877
0.52062868,0.45012165
0.49648947,0.53287982
0.45643154,0.51724138
0.46018614,0.48463357
0.49295775,0.44117647
0.46018614,0.46762590
0.47497446,0.45893720
0.43730242,0.52511416
0.40130152,0.44117647
0.47131148,0.45012165
0.45643154,0.41353383
0.43340381,0.41353383
0.48582996,0.44117647
0.50695825,0.38461538
0.44117647,0.46762590
0.45265349,0.43209877
0.43340381,0.50925926
0.46018614,0.45012165
0.41353383,0.48463357
0.43730242,0.48463357
0.44117647,0.48463357
0.51724138,0.44117647
0.45643154,0.45893720
0.49648947,0.44117647
0.45643154,0.48463357
0.42553191,0.42288557
0.51383399,0.49295775
0.51040634,0.41353383
