-49,8,-6
-51,-2,-15
-58,-8,-8
-57,-6,-6
-58,-5,-10
-59,-32,10
-59,-34,11
-61,-33,11
-61,-34,10
-59,-31,8
-53,-4,-10
-61,-30,10
-47,1,-5
-61,-30,2
-61,-35,9
-51,-3,-11
-60,-33,3
-61,-22,5
-61,-35,15
-57,-7,-4
-60,-28,5
-66,-30,2
-62,-14,-5
-59,-20,7
-61,-23,7
-60,-21,4
-63,-34,12
-61,-27,6
-55,-6,-3
-55,-28,0
-60,-20,5
-64,-31,10
-55,-20,10
-54,-30,11
-56,-20,10
-50,-4,-10
-50,4,-9
-54,-21,10
-61,-8,-5
-61,-20,8
-65,-26,1
-48,1,-5
-57,-3,-6
-51,-14,9
-47,0,-10
-66,-27,7
-61,-23,-2
-66,-29,6
-43,-12,7
-58,-1,3
-56,-22,8
-54,-15,8
-66,-25,4
-66,-24,-1
-47,-2,-3
-60,-18,7
-53,7,-6
-61,-26,0
-47,-19,9
-43,-16,8
-48,-14,9
-52,-6,-7
-48,-18,8
-66,-32,7
-62,-12,-4
-61,-20,11
-66,-31,8
-54,-4,-1
-66,-31,10
-53,-27,10
-43,-14,7
-47,-14,6
-54,-1,-2
-65,-23,3
-52,-22,9
-54,7,-7
-51,-14,5
-62,-8,-8
-65,-30,13
-53,-2,2
-61,-10,-3
-55,-17,7
-58,-2,0
-50,-24,11
-63,-19,4
-59,-14,9
-65,-22,3
-51,3,-7
-61,-35,5
-53,-11,4
-51,3,-8
-51,-9,6
-57,-1,-5
-53,-1,-3
-62,-17,8
-55,-15,6
-61,-18,12
-53,0,-1
-56,6,-7
-50,-1,1
-59,-18,5
-63,-36,6
-58,-22,0
-56,3,-8
-62,-17,5
-54,-22,7
-64,-20,8
-57,-5,1
-54,-10,5
-65,-17,1
-58,-6,0
-63,-19,12
-62,-16,9
-65,-16,5
-61,-5,-5
-53,6,-2
-51,-26,10
-56,9,-8
-51,-27,10
-61,-4,1
-59,-2,-5
-52,-4,-2
-50,-4,3
-63,-8,-11
-52,-4,1
-54,5,-5
-50,-3,0
-60,-6,5
-48,-5,2
-55,5,-5
-54,0,-4
-57,-23,1
-48,-2,-5
-53,-20,5
-49,-2,-4
-54,2,0
-55,-15,4
-49,-23,9
-62,-12,10
-45,-20,8
-49,-11,3
-49,-3,-2
-59,-19,1
-47,-10,3
-52,-16,-2
-63,-11,1
-56,-23,4
-46,-6,-2
-57,5,-4
-41,-22,12
-58,-7,5
-50,-16,1
-57,-8,1
-50,-5,3
-58,-27,8
-53,-5,4
-57,-8,2
-50,-6,4
-44,-20,8
-55,-9,0
-43,-23,11
-49,-6,3
-58,-8,5
-57,-10,4
-55,3,-7
-57,-2,-9
-52,-7,3
-56,-26,9
-53,-16,-1
-58,3,-4
-63,-9,3
-49,-14,1
-51,-5,-5
-61,-11,1
-54,-28,8
-50,-22,0
-59,-13,-2
-60,-11,5
-54,-16,0
-49,-25,9
-58,-27,6
-58,-11,0
-61,-12,3
-51,-33,10
-51,-23,5
-48,-8,1
-51,-23,4
-57,-1,-9
-58,-12,0
-47,-12,0
-53,-11,-2
-57,-26,7
-49,-23,1
-43,-25,11
-57,-15,1
-49,-14,-2
-48,-5,-3
-50,-30,9
-49,-6,-5
-56,-28,6
-50,-11,-2
-43,-21,7
-47,-10,-2
-46,-24,3
-45,-23,6
-40,-29,14
-38,-32,16
-41,-20,7
-49,-10,-3
-38,-26,13
-47,-27,2
-37,-26,15
-47,-35,14
-44,-16,2
-47,-13,-3
-43,-26,3
-41,-27,10
-37,-28,12
-32,-24,11
-36,-31,12
-47,-33,13
-35,-29,15
-45,-17,1
-43,-24,2
-41,-14,1
-47,-28,4
-47,-19,-1
-35,-33,12
-47,-36,13
-34,-27,12
-41,-33,12
-40,-28,7
-40,-33,11
-44,-30,9
-32,-25,10
-38,-27,8
-45,-20,0
-34,-28,11
-47,-33,11
-30,-28,13
-48,-34,10
-40,-24,5
-41,-32,8
-41,-14,0
-39,-22,8
-45,-18,-5
-36,-28,6
-34,-28,9
-44,-21,-1
-45,-33,10
-47,-35,11
-43,-31,5
-42,-20,-4
-45,-31,4
-40,-22,4
-42,-35,10
-45,-34,10
-42,-23,0
-41,-22,-3
-40,-17,-2
-41,-20,-5
-43,-15,-3
-43,-35,9
-31,-28,9
-40,-37,7
-37,-21,6
-39,-19,-1
-44,-35,6
-38,-19,-3
-38,-17,1
53,6,-12
51,8,-11
53,10,-10
56,8,-10
63,-27,4
64,-28,4
47,-8,8
64,-25,2
45,-11,8
64,-7,4
46,-11,6
62,-8,5
60,-7,0
65,-25,3
62,-1,-7
66,-28,4
65,-10,0
61,-13,9
63,-4,1
65,-10,-1
57,-10,5
65,-28,6
63,-9,-2
62,-3,-7
64,-10,8
63,-11,12
48,-7,7
50,-14,8
65,-16,-6
58,-26,7
54,-11,7
51,-14,12
64,-11,-3
56,-9,4
51,-13,11
65,-23,4
58,-14,10
58,-11,3
50,-11,8
57,-8,4
44,-13,8
51,-12,11
64,-8,-6
60,-26,7
52,-16,7
51,-10,9
57,-29,9
56,-8,3
49,-15,11
60,-25,8
53,-18,14
62,-28,14
50,-14,14
65,-12,1
63,-6,-3
60,-16,0
65,-23,2
58,-23,8
61,-5,-3
48,-4,3
64,-13,13
49,-3,3
57,-16,11
54,-25,5
57,-30,14
48,-13,11
54,-8,10
51,-18,11
50,-19,15
49,-14,13
58,-13,4
57,2,-7
64,-18,2
66,-18,4
56,-22,3
58,4,-6
56,4,-6
48,-18,11
63,-5,-4
58,-26,9
49,-11,2
54,-7,2
56,-6,1
49,-16,5
55,-28,16
63,-16,6
54,-31,15
53,-17,7
49,-4,2
58,-25,17
56,-6,7
64,-19,5
63,-16,9
56,-6,6
52,-14,2
57,-13,0
66,-19,5
54,-19,13
56,-13,0
49,-3,-10
53,-15,3
50,-5,7
54,-6,1
59,-17,10
62,-2,-2
63,-17,5
48,-6,0
58,0,-6
67,-26,11
67,-20,3
64,-23,17
63,-24,15
56,-23,9
66,-19,-1
56,-24,10
59,-30,18
67,-21,3
56,4,-4
55,-23,7
67,-20,5
52,-4,2
60,-20,8
63,-17,9
50,-3,-9
60,5,-4
55,5,-3
45,-18,8
58,-26,13
64,-16,13
47,-21,12
62,-18,5
52,-1,6
58,-3,-3
56,1,-5
56,-7,-4
54,-18,7
65,-32,7
60,-23,16
60,-19,5
65,-21,17
59,-19,4
48,-15,3
53,0,-4
57,5,-2
48,-33,16
55,-20,2
54,4,-2
55,-20,10
63,-19,13
56,6,0
58,-18,2
57,-2,-4
44,-20,12
45,-22,14
63,-21,12
44,-25,13
58,-18,5
53,-18,5
45,-12,2
64,-21,13
57,-2,-2
57,1,-3
59,-21,14
60,3,-3
42,-19,13
52,-19,-1
43,-19,14
61,2,-2
43,-21,13
50,-22,11
59,-1,-1
67,-36,7
60,1,1
63,-36,7
49,-17,3
50,-12,-2
50,-17,2
41,-20,13
66,-36,8
49,-22,9
65,-36,6
55,3,3
44,-12,2
41,-18,10
52,-22,7
64,-37,7
51,-27,13
50,-27,16
50,-20,4
53,-25,15
43,-24,10
37,-29,14
48,-18,3
40,-24,14
48,-19,-1
42,-25,10
52,-5,-10
38,-31,17
40,-21,11
35,-28,13
35,-30,18
35,-28,15
41,-30,16
49,-25,11
38,-25,14
39,-24,11
48,-26,15
37,-27,18
39,-28,10
39,-20,11
40,-19,9
36,-26,14
44,-21,5
40,-20,9
44,-23,5
35,-28,18
44,-12,-3
45,-27,5
48,-27,13
44,-13,-1
41,-20,7
36,-25,15
46,-13,-6
43,-25,4
41,-26,5
33,-27,17
34,-28,19
37,-21,13
41,-27,3
46,-20,0
32,-27,18
31,-26,18
44,-29,9
35,-21,15
44,-23,0
41,-31,10
34,-23,9
34,-23,8
34,-21,7
42,-32,10
40,-18,-2
40,-23,4
37,-24,6
35,-20,9
44,-16,0
42,-14,-1
40,-18,4
44,-22,-1
