0.51383399,0.44117647
0.45643154,0.34391534
0.46018614,0.50116550
0.42553191,0.49295775
0.42155816,0.47619048
0.51040634,0.45012165
0.48223350,0.43209877
0.45643154,0.45893720
0.43730242,0.45012165
0.46762590,0.46762590
0.45643154,0.49295775
0.45643154,0.50116550
0.43340381,0.52511416
0.42948038,0.42288557
0.48940464,0.49295775
0.43340381,0.42288557
0.45643154,0.46762590
0.44117647,0.45893720
0.46391753,0.39440204
0.46762590,0.53287982
0.47131148,0.38461538
0.48223350,0.39440204
0.46762590,0.44117647
0.47861507,0.48463357
0.46762590,0.46762590
0.42948038,0.45012165
0.45643154,0.48463357
0.47131148,0.46762590
0.38461538,0.48463357
0.49648947,0.42288557
