0.44885177,0.38461538
0.36312849,0.38461538
0.36312849,0.38461538
0.40540541,0.34391534
0.35433071,0.44117647
0.40130152,0.51724138
0.48582996,0.44117647
0.43730242,0.43209877
0.41353383,0.45893720
0.41755889,0.39440204
0.34988713,0.41353383
0.43340381,0.48463357
0.41353383,0.37467700
0.42155816,0.45893720
0.47131148,0.40404040
0.38461538,0.45893720
0.42155816,0.38461538
0.40130152,0.42288557
0.38037486,0.43209877
0.42155816,0.48463357
0.38037486,0.34391534
0.33637400,0.48463357
0.39717084,0.34391534
0.40130152,0.47619048
0.41755889,0.38461538
0.42948038,0.36458333
0.45643154,0.40404040
0.42155816,0.40404040
0.46762590,0.39440204
0.42553191,0.46762590
