0.44502618,0.40404040
0.41353383,0.48463357
0.46018614,0.45012165
0.42948038,0.45012165
0.45265349,0.36458333
0.45265349,0.46762590
0.52062868,0.47619048
0.44117647,0.38461538
0.43340381,0.43209877
0.45265349,0.46762590
0.39717084,0.46762590
0.38037486,0.44117647
0.40540541,0.53287982
0.40948276,0.44117647
0.43340381,0.44117647
0.48223350,0.45012165
0.44502618,0.42288557
0.42553191,0.45012165
0.43340381,0.47619048
0.40948276,0.42288557
0.50695825,0.44117647
0.43340381,0.35433071
0.45265349,0.35433071
0.47861507,0.42288557
0.37180910,0.47619048
0.38461538,0.45012165
0.43340381,0.48463357
0.38037486,0.42288557
0.40948276,0.53287982
0.45265349,0.49295775
