0.53067186,0.45012165
0.46018614,0.40404040
0.42553191,0.56291391
0.48940464,0.50925926
0.44117647,0.47619048
0.51040634,0.51724138
0.47131148,0.45012165
0.49295775,0.53287982
0.44885177,0.48463357
0.51724138,0.45893720
0.46391753,0.46762590
0.45643154,0.51724138
0.47497446,0.47619048
0.45643154,0.50925926
0.42948038,0.46762590
0.51040634,0.47619048
0.47131148,0.48463357
0.52062868,0.47619048
0.46762590,0.54054054
0.45643154,0.50116550
0.45265349,0.48463357
0.48940464,0.43209877
0.43340381,0.52511416
0.42553191,0.56291391
0.48223350,0.47619048
0.51724138,0.41353383
0.48582996,0.41353383
0.44117647,0.45012165
0.46018614,0.47619048
0.42553191,0.44117647
