0.38882804,0.43209877
0.39301310,0.45893720
0.44117647,0.42288557
0.37610619,0.37467700
0.42155816,0.45893720
0.43340381,0.36458333
0.43340381,0.43209877
0.44502618,0.26610644
0.40130152,0.42288557
0.43730242,0.40404040
0.40130152,0.50116550
0.44502618,0.41353383
0.47861507,0.40404040
0.43730242,0.42288557
0.43730242,0.43209877
0.44885177,0.40404040
0.44117647,0.40404040
0.43730242,0.49295775
0.39717084,0.40404040
0.39301310,0.41353383
0.42155816,0.45012165
0.40948276,0.40404040
0.49295775,0.33333333
0.40130152,0.43209877
0.39717084,0.42288557
0.41353383,0.37467700
0.39717084,0.40404040
0.40540541,0.44117647
0.38461538,0.41353383
0.44502618,0.40404040
