0.36748330,0.35433071
0.36748330,0.42288557
0.43340381,0.35433071
0.35433071,0.46762590
0.40540541,0.39440204
0.40948276,0.38461538
0.42155816,0.37467700
0.41353383,0.42288557
0.42553191,0.43209877
0.44117647,0.41353383
0.40130152,0.40404040
0.38461538,0.46762590
0.40948276,0.40404040
0.37610619,0.42288557
0.42155816,0.42288557
0.42553191,0.43209877
0.40540541,0.35433071
0.44885177,0.38461538
0.39301310,0.39440204
0.46391753,0.34391534
0.40130152,0.38461538
0.42948038,0.42288557
0.45265349,0.38461538
0.41755889,0.43209877
0.40540541,0.40404040
0.35433071,0.42288557
0.42948038,0.41353383
0.38037486,0.42288557
0.38037486,0.44117647
0.44502618,0.40404040
