0.45068131,0.49469616,0.50414229,0.49528507,0.52425665,0.45005683,0.48162432,0.48509112,0.46252826,0.49923378,0.48806998,0.50749975,0.50755666,0.43874600,0.50332301,0.47612973,0.46071656,0.45705698
0.46513009,0.48871376,0.47879060,0.46436836,0.46569208,0.46946869,0.48368152,0.50168204,0.47417092,0.45075032,0.47190819,0.48705887,0.43923945,0.48681517,0.45283543,0.49706162,0.48939385,0.46096800
0.46096800,0.43119280,0.50637440,0.47771333,0.48439570,0.47672793,0.49751996,0.51159073,0.50431483,0.47190819,0.46583606,0.49653298,0.46252826,0.47005400,0.48683646,0.44691498,0.46695583,0.47703719
0.43874600,0.46482987,0.48279756,0.51499777,0.45549933,0.48638560,0.49653298,0.46762590,0.49211686,0.47005400,0.46936982,0.45026494,0.48396611,0.48939385,0.45989577,0.47240986,0.45353661,0.47312049
0.46170499,0.48633997,0.46706711,0.46328155,0.45353661,0.48759562,0.49349773,0.50367383,0.47672793,0.50176711,0.47153970,0.44190334,0.46695583,0.40391643,0.44237613,0.46532294,0.45734967,0.44893002
0.51724138,0.43119280,0.49077285,0.49586680,0.49412729,0.44757392,0.46419131,0.46512434,0.47330556,0.47920892,0.51291878,0.53156659,0.45722337,0.44916817,0.43532843,0.48794544,0.44578682,0.47190819
0.46899196,0.43522267,0.49465568,0.48026400,0.50973654,0.48343354,0.45896436,0.46864353,0.47980402,0.43275129,0.47690949,0.48029182,0.47853995,0.50970495,0.44595919,0.46336207,0.48258628,0.47925898
0.47853995,0.44506429,0.41390292,0.48939385,0.44657891,0.47672793,0.52229395,0.45138757,0.47771333,0.46254806,0.51209981,0.48494743,0.42915978,0.49295775,0.48939385,0.47851527,0.45309587,0.48806998
0.44751086,0.50973654,0.49231678,0.48989029,0.48844258,0.48101022,0.49349773,0.45254700,0.46936982,0.49393717,0.44811981,0.46436836,0.46876496,0.47053255,0.46170499,0.50686542,0.46328155,0.45440118
0.45868347,0.46142736,0.51279603,0.48457411,0.47417092,0.45255954,0.49157436,0.50009328,0.47053255,0.50935489,0.50725940,0.48343354,0.46202872,0.43335419,0.47133153,0.45508274,0.51341572,0.47058824
0.46482987,0.45198169,0.45989577,0.49072995,0.47921199,0.48472270,0.47714272,0.48304658,0.51516597,0.47843764,0.48396611,0.49839867,0.46728465,0.44230769,0.51468464,0.48878941,0.45515390,0.46631101
0.42877054,0.48984000,0.47740277,0.49270043,0.46513009,0.50406188,0.53469477,0.53051674,0.51603620,0.51526501,0.47672793,0.46202872,0.46762590,0.48939385,0.46946869,0.43767594,0.41279928,0.44176273
0.52404922,0.43729014,0.49057945,0.46708126,0.47280562,0.52027027,0.49056152,0.46390602,0.46060833,0.48090258,0.50343117,0.49821282,0.50673028,0.48806998,0.44371204,0.46142736,0.46864353,0.45515390
0.49973744,0.47280562,0.44313695,0.48396611,0.46436836,0.49574638,0.49314047,0.46328155,0.45303471,0.48879566,0.48759562,0.48029182,0.43583315,0.45579534,0.47330556,0.46390602,0.45701959,0.46096800
0.46706711,0.45389449,0.46762590,0.52889096,0.50406188,0.48303967,0.53639847,0.49472361,0.46318755,0.46060833,0.46976315,0.52952254,0.45989577,0.47851527,0.48026400,0.49329841,0.46706711,0.49085851
0.47540196,0.50037596,0.49706162,0.51154663,0.45109623,0.52161992,0.48989029,0.45676692,0.50509956,0.51425463,0.47680559,0.48113378,0.48472270,0.46252826,0.46197009,0.48381295,0.45968752,0.49847510
0.45851168,0.43078957,0.47240986,0.46429412,0.45674645,0.44237613,0.47130018,0.48871376,0.47058824,0.48578641,0.46318078,0.49075112,0.50153567,0.48343354,0.47138665,0.43824804,0.50509956,0.46899196
0.50765271,0.44057987,0.48304658,0.46513009,0.48873270,0.46442198,0.50226498,0.50509956,0.50431483,0.45254700,0.54156291,0.49314047,0.45068131,0.41673358,0.46877613,0.48067582,0.48439570,0.46442198
0.44371204,0.44893002,0.48343354,0.47090476,0.50778370,0.51255708,0.50004431,0.46328155,0.48806998,0.47375098,0.48578641,0.43950743,0.42716535,0.50408322,0.46939977,0.47521935,0.48989029,0.43203102
0.46060833,0.46512434,0.44459203,0.47058535,0.49581099,0.49528507,0.48294772,0.47594747,0.50592601,0.45632604,0.46142736,0.47058824,0.45051485,0.46254806,0.47853995,0.43397896,0.46290502,0.46442198
0.45956167,0.47680559,0.48368152,0.49118119,0.47921199,0.44153586,0.43446371,0.48029182,0.51258706,0.48067582,0.44340155,0.47672793,0.49528507,0.45068014,0.43923945,0.44055243,0.45624397,0.45138757
0.46674267,0.44672252,0.47579141,0.44425550,0.50232752,0.48121336,0.43250926,0.45051485,0.48808929,0.49393717,0.45170512,0.50983280,0.49231678,0.46233454,0.48701911,0.42682846,0.47280562,0.45725796
0.43965855,0.46197009,0.49056152,0.48729207,0.44800815,0.46254806,0.50058275,0.49243364,0.49329841,0.50232752,0.46797581,0.49211686,0.45324579,0.42881534,0.44420879,0.45435777,0.47238358,0.47904971
0.46706711,0.48029182,0.48467177,0.46818831,0.47680559,0.49057945,0.47330556,0.45768437,0.49056152,0.47309584,0.44948671,0.51153645,0.45240419,0.49243364,0.47797252,0.47175713,0.48095637,0.48284540
0.48426011,0.48658839,0.47797252,0.45515390,0.50847691,0.52425665,0.52069276,0.47005400,0.47058824,0.48029182,0.43965855,0.45283543,0.45435777,0.45792166,0.43701001,0.44709852,0.45579534,0.43767594
0.46976315,0.46864353,0.49211686,0.46197009,0.50983280,0.49857330,0.49754461,0.46197009,0.49169950,0.51255708,0.50547206,0.48381295,0.47946860,0.46318078,0.48879566,0.47375098,0.46142736,0.46013969
0.45440118,0.45389449,0.46202872,0.51674914,0.47980402,0.50367383,0.43824804,0.52229256,0.48633997,0.47417092,0.46482987,0.48343354,0.45956167,0.48633997,0.45887378,0.44459203,0.43009400,0.43101397
0.43729014,0.47740277,0.46064089,0.47879852,0.47053255,0.44968190,0.49857330,0.45246416,0.46429412,0.49329841,0.46877613,0.47690949,0.53298095,0.49480453,0.48162432,0.43522267,0.48197782,0.45701959
0.44426515,0.50367383,0.43685999,0.47797252,0.46502533,0.48984000,0.46512434,0.47130018,0.45807547,0.50935489,0.46512434,0.48381295,0.46252826,0.47879852,0.44426515,0.47594747,0.47427555,0.45246416
0.47740277,0.47090476,0.47771333,0.41194121,0.51643991,0.46142736,0.47190819,0.50598866,0.45051485,0.48895300,0.49406155,0.48029182,0.50367383,0.47750523,0.44426515,0.47980402,0.43031950,0.47980402
