0.41353383,0.45012165
0.46018614,0.35433071
0.43340381,0.41353383
0.42553191,0.41353383
0.46018614,0.42288557
0.42553191,0.47619048
0.41755889,0.43209877
0.46391753,0.43209877
0.45265349,0.45893720
0.42553191,0.43209877
0.41353383,0.36458333
0.40948276,0.49295775
0.41755889,0.39440204
0.42948038,0.41353383
0.40540541,0.45893720
0.42553191,0.45893720
0.43340381,0.43209877
0.46018614,0.45893720
0.37180910,0.44117647
0.46391753,0.42288557
0.43340381,0.46762590
0.47131148,0.38461538
0.46762590,0.43209877
0.38882804,0.47619048
0.41353383,0.49295775
0.40948276,0.45893720
0.42948038,0.50116550
0.44502618,0.45893720
0.45265349,0.38461538
0.46018614,0.45012165
